test-0.0001-a,test-0.0001-a,test-0.0001-a
Test time,Strain,Stress
s,%,MPa
420.34,1.148493359,894.4993986
420.84,1.152138707,894.8844699
421.34,1.155731445,895.2356899
421.84,1.160012164,895.6248233
422.34,1.164838745,896.0185398
422.84,1.168971632,896.3960075
423.34,1.172790166,896.7463943
423.84,1.177066124,897.1384442
424.34,1.180123117,897.5345562
424.84,1.184055085,897.9539996
425.34,1.18888845,898.3277177
425.84,1.192794351,898.7202884
426.34,1.197484526,899.0650506
426.84,1.202366455,899.4102295
427.34,1.206278664,899.7675948
427.84,1.210920394,900.1982872
428.34,1.214329829,900.6006487
428.84,1.218419509,901.0298829
429.34,1.222124133,901.3740203
429.84,1.225837684,901.7053461
430.34,1.231029443,902.0626073
430.84,1.236307378,902.3928916
431.34,1.239820486,902.7426535
431.84,1.243666039,903.0884573
432.34,1.247807496,903.4300948
432.84,1.252334841,903.7996466
433.34,1.256044821,904.1949254
433.84,1.259891207,904.5071904
434.34,1.263685936,904.8404953
434.84,1.267559579,905.1704671
435.34,1.271920285,905.4873151
435.84,1.27470899,905.8205158
436.34,1.27932632,906.2038164
436.84,1.283009519,906.6289885
437.34,1.287835862,907.0237465
437.84,1.292069922,907.3142425
438.34,1.297061119,907.6016138
438.84,1.300013487,907.9360645
439.34,1.30296157,908.2495794
439.84,1.307336559,908.5624693
440.34,1.311597996,908.8562984
440.84,1.316907711,909.1879368
441.34,1.320225256,909.5575928
441.84,1.324377901,909.9014176
442.34,1.328081335,910.223161
442.84,1.333365579,910.5341761
443.34,1.339234844,910.8257137
443.84,1.343140506,911.1437074
444.34,1.347509425,911.4454525
444.84,1.350548564,911.8138586
445.34,1.356187987,912.1941386
445.84,1.358013399,912.5533788
446.34,1.363409409,912.8418958
446.84,1.375114374,913.1290588
447.34,1.370482523,913.4491357
447.84,1.377710849,913.7530681
448.34,1.380624175,914.0663747
448.84,1.386927297,914.3528086
449.34,1.389842767,914.6884049
449.84,1.390470758,914.9997325
450.34,1.398085448,915.3382453
450.84,1.402869536,915.6219711
451.34,1.406083052,915.9092382
451.84,1.408144139,916.1502593
452.34,1.415403531,916.4110704
452.84,1.418834986,916.6808391
453.34,1.423420774,917.0435165
453.84,1.427255138,917.3820292
454.34,1.431530501,917.7076264
454.84,1.435391409,917.9722914
455.34,1.438368534,918.2240407
455.84,1.444265771,918.5174532
456.34,1.45014325,918.8219064
456.84,1.453519119,919.1056322
457.34,1.458487462,919.3773798
457.84,1.458567806,919.6674592
458.34,1.46497234,919.9990976
458.84,1.469237942,920.3114668
459.34,1.474390779,920.5660284
459.84,1.479167725,920.8231939
460.34,1.482005946,921.0696312
460.84,1.485090791,921.3134646
461.34,1.491555077,921.5621934
461.84,1.495770807,921.8915403
462.34,1.499175481,922.2231786
462.84,1.504611247,922.5357561
463.34,1.508235289,922.7523001
463.84,1.512056561,922.993842
464.34,1.516574979,923.2641315
464.84,1.521477261,923.5595229
465.34,1.52569192,923.8076267
465.84,1.53076227,924.0653131
466.34,1.532077886,924.3312279
466.84,1.539415003,924.6435971
467.34,1.544252773,924.9285728
467.84,1.546063782,925.1611571
468.34,1.54975567,925.4092609
468.84,1.557016015,925.6183056
469.34,1.559673074,925.8326623
469.84,1.563031922,926.0930567
470.34,1.569982556,926.4098005
470.84,1.573262132,926.7166493
471.34,1.57687201,926.9974587
471.84,1.581903795,927.2157734
472.34,1.586448637,927.4675228
472.84,1.591394484,927.7135434
473.34,1.595279435,927.9829996
473.84,1.599874031,928.2257914
474.34,1.604211051,928.4738952
474.84,1.609787269,928.70148
475.34,1.613727926,928.988018
475.84,1.618024357,929.2716397
476.34,1.621909427,929.4955789
476.84,1.627119873,929.7284757
477.34,1.630478602,929.919501
477.84,1.635120928,930.1210463
478.34,1.638314208,930.3654005
478.84,1.643907805,930.6267324
479.34,1.647774426,930.912333
479.84,1.652075023,931.1741856
480.34,1.656965641,931.3407339
480.84,1.660796673,931.5787344
481.34,1.664425953,931.8380873
481.84,1.668414696,932.1023356
482.34,1.674429771,932.3152341
482.84,1.6793949,932.533028
483.34,1.681868419,932.7875896
483.84,1.685728375,933.0718362
484.34,1.690205966,933.3019207
484.84,1.695030166,933.4874257
485.34,1.698845844,933.7306342
485.84,1.703785263,933.9300963
486.34,1.708399498,934.1309125
486.84,1.71198807,934.324021
487.34,1.717869596,934.5951437
487.84,1.72129998,934.8451224
488.34,1.7268687,935.0965593
488.84,1.730204099,935.261441
489.34,1.73527933,935.4780892
489.84,1.74038396,935.7022367
490.34,1.74458981,935.9326337
490.84,1.748721388,936.1520942
491.34,1.75369235,936.3859284
491.84,1.758127448,936.605493
492.34,1.763238268,936.8719286
492.84,1.766815294,937.0893059
493.34,1.772114773,937.3162657
493.84,1.77607007,937.521144
494.34,1.781356574,937.7053991
494.84,1.78630135,937.8957996
495.34,1.790386745,938.1091147
495.84,1.795043592,938.3612807
496.34,1.798130461,938.5976147
496.84,1.803630621,938.8360318
497.34,1.807753033,938.9652916
497.84,1.812371911,939.1592334
498.34,1.817028163,939.3687989
498.84,1.821087014,939.5607616
499.34,1.825203832,939.7644943
499.84,1.828242495,939.9914541
500.34,1.833647432,940.2021652
500.84,1.837600944,940.4471443
501.34,1.84214531,940.6519185
501.84,1.845691151,940.8471102
502.34,1.851268917,941.0309487
502.84,1.85495045,941.1954138
503.34,1.858796241,941.3543586
503.84,1.863175515,941.5324684
504.34,1.867721071,941.7700523
504.84,1.873343116,942.0363837
505.34,1.87817422,942.2255343
505.84,1.882158203,942.3509402
506.34,1.887228672,942.5442571
506.84,1.89113731,942.7387196
507.34,1.89583427,942.9547429
507.84,1.901344666,943.1003554
508.34,1.904654356,943.2833607
508.84,1.909028988,943.5118828
509.34,1.914175397,943.7459253
509.84,1.919848028,943.9214312
510.34,1.924410129,944.0974579
510.84,1.928356856,944.2680683
511.34,1.933684783,944.4470114
511.84,1.939753777,944.6142887
512.34,1.944518701,944.7960441
512.84,1.947110534,945.0179001
513.34,1.953114658,945.2528801
513.84,1.957268493,945.4486967
514.34,1.960686379,945.5654576
514.84,1.964592399,945.7463796
515.34,1.968917277,945.9194899
515.84,1.973682321,946.1072863
516.34,1.975682465,946.2708141
516.84,1.982525141,946.4843375
517.34,1.986180131,946.6867161
517.84,1.991504486,946.9072181
518.34,1.997388511,947.1218873
518.84,1.999760261,947.2982264
519.34,2.005016057,947.4502967
519.84,2.009077526,947.5766401
520.34,2.012018706,947.7421468
520.84,2.01809865,947.9186943
521.34,2.020916279,948.1455499
521.84,2.026225399,948.3657395
522.34,2.032038721,948.5482239
522.84,2.036265878,948.6695677
523.34,2.040995808,948.8136179
523.84,2.046006883,948.9710003
524.34,2.04991195,949.123279
524.84,2.053261633,949.2675375
525.34,2.058750247,949.4286696
525.84,2.064282901,949.62834
526.34,2.06732573,949.840197
526.84,2.072038521,949.9696651
527.34,2.077121726,950.1374633
527.84,2.081830946,950.2722434
528.34,2.086528739,950.4275427
528.84,2.092537029,950.5376375
529.34,2.096686579,950.6929367
529.84,2.101330571,950.9243753
530.34,2.105858392,951.1437316
530.84,2.1104393,951.2873651
531.34,2.114877612,951.3701706
531.84,2.118455114,951.5241158
532.34,2.123631875,951.6858728
532.84,2.128843393,951.8633577
533.34,2.132307343,951.9759522
533.84,2.137461964,952.1319806
534.34,2.141547478,952.3118611
534.84,2.145764398,952.5180935
535.34,2.150630258,952.6540194
535.84,2.154840989,952.8179637
536.34,2.159383094,952.9497233
536.84,2.164627701,953.0587765
537.34,2.168669412,953.2200127
537.84,2.174057804,953.3778118
538.34,2.176381943,953.5773781
538.84,2.1825045,953.7512174
539.34,2.186170083,953.9197447
539.84,2.191602516,954.0500461
540.34,2.197191828,954.1910757
540.84,2.202112917,954.3342926
541.34,2.205590198,954.4816759
541.84,2.210343934,954.6240596
542.34,2.215531169,954.778838
542.84,2.219886162,954.9619474
543.34,2.223752426,955.1489106
543.84,2.228863484,955.285149
544.34,2.234114756,955.4193042
544.84,2.238750417,955.5272117
545.34,2.243128263,955.6604295
545.84,2.248003169,955.7887519
546.34,2.253090659,955.9516546
546.84,2.257847014,956.1393469
547.34,2.263327534,956.3228729
547.84,2.267321158,956.4396338
548.34,2.272629802,956.5274388
548.84,2.276921472,956.6723223
549.34,2.28128313,956.808144
549.84,2.286149943,956.9496945
550.34,2.28964722,957.0368745
550.84,2.295500298,957.1785291
551.34,2.29987124,957.3509102
551.84,2.304739719,957.5279784
552.34,2.309203979,957.6390106
552.84,2.313094525,957.7692079
553.34,2.317423807,957.8830523
553.84,2.322926467,957.9933554
554.34,2.327831368,958.0811604
554.84,2.331921405,958.2203152
555.34,2.336558255,958.4040495
555.84,2.340820882,958.5996578
556.34,2.345415121,958.7175644
556.84,2.35007173,958.8319297
557.34,2.354665731,958.9602521
557.84,2.358403445,959.0884703
558.34,2.363116473,959.220334
558.84,2.368103266,959.3290748
559.34,2.371875974,959.471146
559.84,2.377357923,959.6135296
560.34,2.381484144,959.7711204
560.84,2.386209075,959.9106918
561.34,2.391563426,960.0665118
561.84,2.396809461,960.161712
562.34,2.401390368,960.267328
562.84,2.405128082,960.38086
563.34,2.410418634,960.5361592
563.84,2.415264498,960.7164564
564.34,2.420391981,960.8961285
564.84,2.425239511,960.9979948
565.34,2.430645996,961.0837167
565.84,2.434372522,961.2013108
566.34,2.439286945,961.3071351
566.84,2.444209463,961.4257708
567.34,2.448779182,961.5321159
567.84,2.45323392,961.681999
568.34,2.457912192,961.8289656
568.84,2.462355979,961.979057
569.34,2.466491246,962.0580085
569.84,2.472528817,962.18706
570.34,2.476616473,962.282781
570.84,2.481960826,962.3732941
571.34,2.486423895,962.4639114
571.84,2.489861183,962.604941
572.34,2.495806388,962.785134
572.84,2.500468235,962.9626189
573.34,2.504655636,963.0500072
573.84,2.508301222,963.1342709
574.34,2.513615104,963.2656138
574.84,2.518979453,963.3870618
575.34,2.523734141,963.4993439
575.84,2.529017551,963.5692338
576.34,2.533362307,963.6940148
576.84,2.538635005,963.8537928
577.34,2.543654887,963.9895104
577.84,2.548693814,964.0761697
578.34,2.553598954,964.1623081
578.84,2.557401181,964.2306357
579.34,2.56166595,964.3280232
579.84,2.566729635,964.4208278
580.34,2.571575974,964.5888343
580.84,2.576810583,964.7410088
581.34,2.580126224,964.9066196
581.84,2.586789644,964.994633
582.34,2.590578777,965.0835837
582.84,2.596051204,965.1658683
583.34,2.600733285,965.2654432
583.84,2.605419413,965.3794959
584.34,2.610560228,965.4792791
584.84,2.615107332,965.6018728
585.34,2.619508031,965.7313409
585.84,2.624858811,965.8721622
586.34,2.628812441,965.9621546
586.84,2.633820897,966.060792
587.34,2.638601771,966.1181829
587.84,2.643778771,966.2070295
588.34,2.648360868,966.3049378
588.84,2.652774185,966.4497171
589.34,2.658258752,966.6050164
589.84,2.662342123,966.7529204
590.34,2.667135614,966.8301013
590.84,2.671563452,966.9285304
591.34,2.677295597,967.0178978
591.84,2.681940303,967.1220556
592.34,2.686256493,967.2111105
592.84,2.691301133,967.3011028
593.34,2.695698262,967.4052606
593.84,2.700220607,967.556706
594.34,2.7053519,967.6660717
594.84,2.710139678,967.7312744
595.34,2.715584728,967.8130383
595.84,2.720213008,967.8878236
596.34,2.724599424,967.9470893
596.84,2.729729289,968.0004181
597.34,2.734394944,968.1443642
597.84,2.73938126,968.296747
598.34,2.745176014,968.4520463
598.84,2.74927224,968.4956884
599.34,2.754161668,968.5932842
599.84,2.758661399,968.6728607
600.34,2.76320874,968.7845179
600.84,2.768862565,968.8624279
601.34,2.772997832,968.9301305
601.84,2.778033664,969.033455
602.34,2.782080375,969.1565695
602.84,2.788031769,969.2771842
603.34,2.791901842,969.3333252
603.84,2.79780872,969.4255049
604.34,2.802400579,969.4584187
604.84,2.806668205,969.5224757
605.34,2.811684992,969.5891367
605.84,2.816798431,969.7182924
606.34,2.821561689,969.8469272
606.84,2.825993811,969.9693126
607.34,2.829927445,970.0519097
607.84,2.835857415,970.1295073
608.34,2.840575681,970.2315819
608.84,2.84591432,970.316158
609.34,2.849469683,970.4007341
609.84,2.854663346,970.4928096
610.34,2.859086184,970.5918637
610.84,2.863652094,970.7365388
611.34,2.86894098,970.8477793
611.84,2.873309066,970.9301681
612.34,2.878307999,971.0019328
612.84,2.884022766,971.0509911
613.34,2.888290154,971.0856757
613.84,2.892132137,971.1452539
614.34,2.898170422,971.2697225
614.84,2.902130718,971.3837753
615.34,2.907646946,971.5265756
615.84,2.912182385,971.5642807
616.34,2.916296703,971.6211508
616.84,2.921703903,971.7152053
617.34,2.9268321,971.8086348
617.84,2.931378966,971.8682131
618.34,2.935799186,971.9313327
618.84,2.940621958,972.0210125
619.34,2.944894583,972.1775617
619.84,2.949730924,972.2868232
620.34,2.955459261,972.337548
620.84,2.961082615,972.42202
621.34,2.965020772,972.4931598
621.84,2.970093502,972.5281568
622.34,2.975331682,972.5703407
622.84,2.98001781,972.6759567
623.34,2.984290911,972.7888637
623.84,2.990323483,972.8967711
624.34,2.994650147,972.9241646
624.84,2.999740494,972.9837429
625.34,3.004507323,973.068319
625.84,3.0098193,973.1485205
626.34,3.01404598,973.1887254
626.84,3.01930868,973.2686144
627.34,3.024037658,973.3379835
627.84,3.02870498,973.4708888
628.34,3.033849603,973.5684847
628.84,3.03835219,973.6410826
629.34,3.043717492,973.7125349
629.84,3.048617394,973.7638846
630.34,3.052647202,973.8154427
630.84,3.058097489,973.9063725
631.34,3.062387255,974.0306327
631.84,3.068330079,974.15031
632.34,3.072483915,974.2292616
632.84,3.077576404,974.2640503
633.34,3.082039712,974.3110255
633.84,3.08725242,974.3655
634.34,3.09310883,974.4562214
634.84,3.096145708,974.5307984
635.34,3.101039183,974.6214156
635.84,3.107264818,974.7372391
636.34,3.111868578,974.8704569
636.84,3.117460509,974.9350347
637.34,3.122175442,974.9712816
637.84,3.126573046,975.0274227
638.34,3.132379703,975.0567952
638.84,3.137039883,975.0965834
639.34,3.142081191,975.1654317
639.84,3.146064102,975.2847965
640.34,3.151478919,975.4241596
640.84,3.15680875,975.5176933
641.34,3.162475668,975.5069651
641.84,3.167505787,975.5365459
642.34,3.172568757,975.6408078
642.84,3.177311066,975.6992403
643.34,3.182685176,975.7219467
643.84,3.187418915,975.819855
644.34,3.192967996,975.8993274
644.84,3.19804644,976.0391072
645.34,3.203853096,976.0952482
645.84,3.208082395,976.1522225
646.34,3.214249469,976.2044056
646.84,3.216801665,976.2283618
647.34,3.222590467,976.2665878
647.84,3.227487513,976.3186666
648.34,3.233716243,976.4308446
648.84,3.23774129,976.5243783
649.34,3.241896554,976.5977053
649.84,3.246120616,976.5998926
650.34,3.251382125,976.6521798
650.84,3.256761709,976.7012382
651.34,3.262083208,976.773732
651.84,3.26757087,976.8157076
652.34,3.273334677,976.9039292
652.84,3.277576117,976.9709026
653.34,3.282832627,977.0905799
653.84,3.28815603,977.1953627
654.34,3.292119421,977.247754
654.84,3.29726952,977.2869173
655.34,3.303872235,977.2791055
655.84,3.307359514,977.2982705
656.34,3.312626499,977.3769097
656.84,3.317411896,977.4876294
657.34,3.322031607,977.6098065
657.84,3.327677814,977.6928202
658.34,3.333296407,977.7222969
658.84,3.337792804,977.767293
659.34,3.343755864,977.8329124
659.84,3.34835034,977.8978027
660.34,3.352930058,977.9301958
660.84,3.358343446,977.9946695
661.34,3.364204618,978.0886198
661.84,3.368981207,978.2152756
662.34,3.374249382,978.2672504
662.84,3.379430904,978.3115174
663.34,3.384616473,978.3443271
663.84,3.388929806,978.3810948
664.34,3.39392993,978.397031
664.84,3.398440373,978.443902
665.34,3.40435844,978.5501429
665.84,3.409824438,978.6704451
666.34,3.413875434,978.7241905
666.84,3.419097187,978.7138789
667.34,3.424660313,978.7549171
667.84,3.429372865,978.7899141
668.34,3.434563434,978.8369934
668.84,3.43924861,978.8557418
669.34,3.444224928,978.919903
669.84,3.448512313,978.9890638
670.34,3.454157092,979.0957213
670.84,3.459602618,979.1688401
671.34,3.463685512,979.2188358
671.84,3.469303867,979.2529996
672.34,3.474332796,979.2585199
672.84,3.47943076,979.2940377
673.34,3.484183782,979.3603862
673.84,3.489741432,979.4496495
674.34,3.494697992,979.5184978
674.84,3.500065674,979.5766178
675.34,3.504309494,979.5982826
675.84,3.50971717,979.624947
676.34,3.515843059,979.6586941
676.84,3.521286205,979.7035861
677.34,3.525952812,979.754311
677.84,3.530867712,979.801182
678.34,3.536285862,979.8857581
678.84,3.5406549,979.9833539
679.34,3.545974256,980.031579
679.84,3.549947645,980.0918863
680.34,3.555570523,980.1139678
680.84,3.560145479,980.1381324
681.34,3.565940947,980.1800038
681.84,3.57139671,980.2594762
682.34,3.57692008,980.3792576
682.84,3.580943223,980.4919564
683.34,3.586822963,980.5407022
683.84,3.59158146,980.5323696
684.34,3.596125945,980.579553
684.84,3.601539572,980.6182997
685.34,3.606729426,980.662671
685.84,3.612025215,980.6667331
686.34,3.615893145,980.7213118
686.84,3.621736939,980.8154704
687.34,3.626037655,980.920149
687.84,3.63107182,980.9281691
688.34,3.637565982,980.9430637
688.84,3.642567296,980.9862892
689.34,3.646613292,981.000038
689.84,3.652240455,981.0229527
690.34,3.657275335,981.0874264
690.84,3.663983985,981.1985627
691.34,3.669167888,981.2839721
691.84,3.674568898,981.3210523
692.34,3.678491819,981.3133446
692.84,3.684878142,981.3556327
693.34,3.689977773,981.3718813
693.84,3.694655569,981.4094822
694.34,3.69897771,981.4096905
694.84,3.705519721,981.4369799
695.34,3.709407886,981.4965581
695.84,3.714277793,981.5542615
696.34,3.719883293,981.6047781
696.84,3.725403092,981.6603983
697.34,3.730919321,981.6606066
697.84,3.735610448,981.6889375
698.34,3.739834272,981.7125814
698.84,3.744690372,981.8011155
699.34,3.75139069,981.8754841
699.84,3.755922558,981.966518
700.34,3.760245175,982.0096393
700.84,3.765661421,982.0357829
701.34,3.770895791,982.0722382
701.84,3.774789908,982.1008816
702.34,3.782033469,982.1436904
702.84,3.786852671,982.1416072
703.34,3.791578316,982.1884782
703.84,3.796674376,982.271492
704.34,3.801801146,982.3470064
704.84,3.806377768,982.363255
705.34,3.812414149,982.394919
705.84,3.817106228,982.410126
706.34,3.823281157,982.4440814
706.84,3.826341841,982.4591843
707.34,3.831355772,982.5320948
707.84,3.837873025,982.6522928
708.34,3.843348546,982.7625959
708.84,3.848168462,982.7798861
709.34,3.854105335,982.7799903
709.84,3.859418978,982.8115501
710.34,3.862773898,982.8513384
710.84,3.870372401,982.8733156
711.34,3.874469103,982.8859187
711.84,3.879918914,982.9393517
712.34,3.884610994,983.0054919
712.84,3.890495733,983.083506
713.34,3.895444198,983.0788189
713.84,3.900614532,983.1352725
714.34,3.906122905,983.14423
714.84,3.912319735,983.1747483
715.34,3.916863506,983.1681863
715.84,3.923518355,983.2397427
716.34,3.928081171,983.3064037
716.84,3.933703334,983.3893133
717.34,3.938766543,983.372648
717.84,3.943398632,983.3960835
718.34,3.947311079,983.4072284
718.84,3.952592823,983.4289974
719.34,3.958029303,983.4652443
719.84,3.963756211,983.4829511
720.34,3.967464406,983.5253433
720.84,3.973001107,983.5954415
721.34,3.978205959,983.6739765
721.84,3.982389789,983.7020991
722.34,3.987426098,983.7323048
722.84,3.994131891,983.7093901
723.34,3.999661927,983.6869962
723.84,4.004578731,983.6975161
724.34,4.009713595,983.7746971
724.84,4.01550692,983.8420871
725.34,4.021516877,983.9261425
725.84,4.027124519,983.9592646
726.34,4.032503627,983.9606187
726.84,4.036869094,983.9915536
727.34,4.041677821,984.0385287
727.84,4.04665652,984.0738382
728.34,4.052603154,984.0789419
728.84,4.058470276,984.0978986
729.34,4.064062683,984.1804958
729.84,4.068454812,984.2264293
730.34,4.073691563,984.2234088
730.84,4.079201603,984.2605931
731.34,4.084608326,984.2520522
731.84,4.089634159,984.2545519
732.34,4.09547462,984.2544478
732.84,4.100183364,984.3242335
733.34,4.105694831,984.4149549
733.84,4.111020139,984.5236956
734.34,4.11712389,984.5180711
734.84,4.122194954,984.5117175
735.34,4.129043343,984.5556721
735.84,4.131763368,984.5769203
736.34,4.135966481,984.5993142
736.84,4.14367806,984.5983768
737.34,4.15035981,984.6327488
737.84,4.155804146,984.6965976
738.34,4.160776655,984.7611754
738.84,4.165249724,984.7639876
739.34,4.170001317,984.7984639
739.84,4.175593724,984.7589881
740.34,4.179592109,984.7381565
740.84,4.186865189,984.7388856
741.34,4.191491089,984.8171081
741.84,4.1967107,984.8702286
742.34,4.202189316,984.9090794
742.84,4.207599848,984.9226199
743.34,4.213163212,984.9191827
743.84,4.219355043,984.9369937
744.34,4.224371354,984.9645955
744.84,4.230188485,984.9784485
745.34,4.23570519,985.003863
745.84,4.241782278,985.0255278
746.34,4.245331214,985.1020838
746.84,4.251552564,985.1521837
747.34,4.256764557,985.1673907
747.84,4.261842763,985.178119
748.34,4.267109034,985.1592664
748.84,4.272857129,985.1443718
749.34,4.2787452,985.1571833
749.84,4.284051464,985.222386
750.34,4.28911253,985.2999836
750.84,4.293568934,985.3964337
751.34,4.300568727,985.357687
751.84,4.304798502,985.3699776
752.34,4.311039372,985.3898717
752.84,4.315933323,985.427681
753.34,4.320892025,985.4286184
753.84,4.327226214,985.4229939
754.34,4.332084456,985.4830929
754.84,4.336933653,985.5466292
755.34,4.343230704,985.6122486
755.84,4.349413489,985.6051659
756.34,4.354855444,985.6320386
756.84,4.360246456,985.6414128
757.34,4.365427978,985.6416211
757.84,4.370271461,985.6302679
758.34,4.375602482,985.6810969
758.84,4.380563089,985.747862
759.34,4.386269286,985.8390001
759.84,4.393051019,985.8275427
760.34,4.39797068,985.8448329
760.84,4.403048886,985.8786842
761.34,4.409186917,985.893058
761.84,4.414777419,985.9001407
762.34,4.420815942,985.9242011
762.84,4.425837014,985.9623229
763.34,4.430901413,986.0278381
763.84,4.437235602,986.0554399
764.34,4.443101772,986.0728343
764.84,4.448030955,986.0591896
765.34,4.453887128,986.0276298
765.84,4.458224028,986.0136727
766.34,4.464494418,986.0084648
766.84,4.469725932,986.0524194
767.34,4.475960136,986.0826251
767.84,4.480555089,986.1197053
768.34,4.486936889,986.0866873
768.84,4.491792275,986.099082
769.34,4.497650828,986.1171013
769.84,4.502653332,986.1587645
770.34,4.508076719,986.1569938
770.84,4.513293473,986.1734507
771.34,4.518905877,986.2376119
771.84,4.52450114,986.3070851
772.34,4.529168938,986.3474983
772.84,4.536352509,986.331458
773.34,4.540969839,986.3422905
773.84,4.546534155,986.3215631
774.34,4.551437628,986.3032313
774.84,4.557241904,986.3052103
775.34,4.562770036,986.3546852
775.84,4.568032021,986.4480106
776.34,4.573468739,986.4692588
776.84,4.579927669,986.4255125
777.34,4.585204413,986.4332202
777.84,4.591050587,986.4622802
778.34,4.59610832,986.5095679
778.84,4.601591221,986.495819
779.34,4.607336936,986.5159215
779.84,4.612667481,986.5563347
780.34,4.617884235,986.6305992
780.84,4.624231755,986.687261
781.34,4.6297337,986.6830947
781.84,4.63583507,986.6809074
782.34,4.640884233,986.6752829
782.84,4.64627953,986.6526806
783.34,4.652312339,986.6668461
783.84,4.658061387,986.7245495
784.34,4.663040085,986.785586
784.84,4.669497111,986.8124587
785.34,4.675556583,986.7616297
785.84,4.679565442,986.7718371
786.34,4.68616292,986.773712
786.84,4.691293975,986.7986057
787.34,4.696168405,986.7956893
787.84,4.702922524,986.8162084
788.34,4.70923243,986.8362066
788.84,4.71306132,986.9248449
789.34,4.718983671,986.9551548
789.84,4.724173764,986.9655706
790.34,4.729590485,986.950676
790.84,4.734860564,986.910367
791.34,4.741532792,986.8982847
791.84,4.747495137,986.9034926
792.34,4.751576841,986.9615085
792.84,4.757638694,987.0208784
793.34,4.762517885,987.0520216
793.84,4.769163451,986.9897352
794.34,4.773867909,986.9886936
794.84,4.780453961,987.0033799
795.34,4.786093502,986.9923392
795.84,4.791575927,987.0124416
796.34,4.797369729,987.0224408
796.84,4.803405871,987.0751446
797.34,4.809171106,987.1803439
797.84,4.814071723,987.1735737
798.34,4.819241342,987.1822188
798.84,4.826247324,987.1831562
799.34,4.830445676,987.1735737
799.84,4.83666655,987.1523255
800.34,4.842471302,987.1563877
800.84,4.848750261,987.2161742
801.34,4.85369468,987.283356
801.84,4.8588324,987.3032501
802.34,4.865133261,987.249713
802.84,4.870959438,987.2522128
803.34,4.876567556,987.2755442
803.84,4.881040624,987.3132493
804.34,4.886650647,987.2739818
804.84,4.891718379,987.2888763
805.34,4.897067968,987.3169989
805.84,4.903271702,987.3955339
806.34,4.910349577,987.4088661
806.84,4.917218439,987.398242
807.34,4.921558196,987.3959505
807.84,4.926581649,987.3716818
808.34,4.932638264,987.3640783
808.84,4.937212744,987.3666822
809.34,4.945259506,987.420011
809.84,4.94884653,987.4760479
810.34,4.955921548,987.4943796
810.84,4.961114497,987.4594868
811.34,4.967260622,987.4799017
811.84,4.973632423,987.4534456
812.34,4.97886965,987.4455296
812.84,4.984111162,987.416053
813.34,4.990191583,987.4291769
813.84,4.994895566,987.4526124
814.34,5.001189285,987.5207316
814.84,5.007507761,987.5219815
815.34,5.014271878,987.52896
815.84,5.018959673,987.4917757
816.34,5.024442574,987.456987
816.84,5.029977371,987.4444881
817.34,5.036180629,987.4746938
817.84,5.04063989,987.5323972
818.34,5.046184685,987.6033287
818.84,5.053243039,987.6223896
819.34,5.058696897,987.5636446
819.84,5.064406427,987.5736437
820.34,5.069777442,987.5880175
820.84,5.075565054,987.5946836
821.34,5.080693728,987.5551036
821.84,5.086418493,987.5572909
822.34,5.092736018,987.5861426
822.84,5.098066563,987.6554076
823.34,5.103866078,987.6482207
823.84,5.109353264,987.6480124
824.34,5.116383051,987.651762
824.84,5.12163361,987.6420754
825.34,5.127876861,987.6205147
825.84,5.134716204,987.6503038
826.34,5.13868745,987.7119652
826.84,5.145054014,987.7761264
827.34,5.151060638,987.7774805
827.84,5.160242926,987.7406086
828.34,5.160005822,987.7509203
828.84,5.16878532,987.7670647
829.34,5.173710218,987.7623776
829.84,5.17849133,987.7380047
830.34,5.18567014,987.7443583
830.84,5.189675667,987.7407128
831.34,5.195001927,987.7954998
831.84,5.200657181,987.7843549
832.34,5.208034529,987.7999786
832.84,5.216981142,987.7584196
833.34,5.222321686,987.7321719
833.84,5.227793636,987.7294638
834.34,5.233087997,987.7886254
834.84,5.239805455,987.8383086
835.34,5.245869212,987.8793468
835.84,5.250852672,987.8772636
836.34,5.257682492,987.8326841
836.84,5.264169988,987.8189353
837.34,5.26926343,987.7951873
837.84,5.272991384,987.7858131
838.34,5.280380635,987.7693562
838.84,5.285020819,987.7630026
839.34,5.291513076,987.8107068
839.84,5.297959151,987.8569529
840.34,5.304677085,987.812165
840.84,5.309448199,987.8150814
841.34,5.31593141,987.798937
841.84,5.321356226,987.7572739
842.34,5.325198922,987.7440458
842.84,5.33246248,987.7518577
843.34,5.338371977,987.8025825
843.84,5.345034206,987.8763262
844.34,5.349783419,987.8644522
844.84,5.355829084,987.8227891
845.34,5.362367524,987.8413292
845.84,5.368137044,987.89997
846.34,5.374376963,987.9069486
846.84,5.380549273,987.8614317
847.34,5.386956307,987.8747639
847.84,5.393914201,987.936946
848.34,5.397377437,987.9823588
848.84,5.404476736,987.9524656
849.34,5.408971706,987.9410082
849.84,5.416133852,987.9330922
850.34,5.422845597,987.908511
850.84,5.427680986,987.8860129
851.34,5.43536019,987.9024698
851.84,5.440230335,987.9542362
852.34,5.441852923,988.0132937
852.84,5.446568808,987.9979825
853.34,5.451748902,987.9703807
853.84,5.454551771,987.9679851
854.34,5.468217602,987.9419456
854.84,5.476470044,987.9523614
855.34,5.481486831,987.9273635
855.84,5.488383307,987.9400708
856.34,5.492867802,987.9519448
856.84,5.500502727,987.9788175
857.34,5.505476665,987.9595483
857.84,5.511198574,987.927676
858.34,5.518055057,987.8879919
