Tiempo,Galga ex,Axial Force,Axial Force,Axial Displacement
183.76758,1.8141633,1.7960243,47.89398133,1.3378028
183.86719,1.8126495,1.7484688,46.62583467,1.3359202
183.9668,1.8111964,1.7042636,45.44702933,1.3349533
184.06641,1.8098645,1.6592866,44.24764267,1.3320884
184.16602,1.808254,1.6116076,42.97620267,1.3303133
184.26563,1.8066608,1.5608387,41.62236533,1.3279381
184.36523,1.8052061,1.5190505,40.50801333,1.3257346
184.46484,1.8036898,1.4704657,39.21241867,1.3233134
184.56445,1.8021021,1.421654,37.91077333,1.3221383
184.66406,1.8006887,1.3743839,36.65023733,1.3202454
184.76367,1.7993921,1.3292172,35.445792,1.3196238
184.86328,1.7976424,1.2764486,34.03862933,1.3182126
184.96289,1.7960085,1.2263743,32.70331467,1.3151308
185.0625,1.7946105,1.1841595,31.57758667,1.3140067
185.16211,1.7931862,1.1383116,30.354976,1.3118148
185.26172,1.791652,1.0935843,29.162248,1.3096225
185.36133,1.7899638,1.0410662,27.76176533,1.3086318
185.46094,1.7883732,0.99085659,26.4228424,1.3058822
185.56055,1.7869291,0.94855833,25.2948888,1.3034184
185.66016,1.7853936,0.90048373,24.01289947,1.3030128
185.75977,1.7840514,0.86059916,22.94931093,1.3006229
185.85938,1.7822964,0.80739635,21.53056933,1.2980415
185.95898,1.7807735,0.76123732,20.29966187,1.2976693
186.05859,1.7792426,0.71132219,18.96859173,1.293653
186.1582,1.7776963,0.66797823,17.8127528,1.2936485
186.25781,1.7761413,0.62190831,16.5842216,1.2911098
186.35742,1.7745011,0.57280487,15.27479653,1.2892009
186.45703,1.7728446,0.52385378,13.96943413,1.2876065
186.55664,1.7712169,0.4773837,12.730232,1.2849871
186.65625,1.7697206,0.43158141,11.5088376,1.2835679
186.75586,1.7682126,0.38465762,10.25753653,1.2821269
186.85547,1.7665986,0.33441544,8.917745067,1.2803036
186.95508,1.7649435,0.28878689,7.700983733,1.2783874
187.05469,1.7633929,0.24240676,6.464180267,1.2765188
187.1543,1.7616229,0.18949063,5.053083467,1.2738873
187.25391,1.7600884,0.14314778,3.817274133,1.2720343
187.35352,1.7585692,0.098801181,2.63469816,1.2700392
187.45313,1.7569224,0.054166451,1.444438693,1.2694628
187.55273,1.755371,0.009028508,0.240760221,1.2674917
187.65234,1.7539769,-0.028938251,-0.771686693,1.2652084
187.65234,1.7514381,-0.10906107,-2.9082952,1.2644483
187.65234,1.7467824,-0.24861324,-6.6296864,1.2576437
187.65234,1.7458197,-0.26454207,-7.0544552,1.253415
187.65234,1.7568284,0.12301842,3.2804912,1.2554468
187.65234,1.7379788,-0.51071924,-13.61917973,1.2519019
187.65234,1.7502722,-0.052594192,-1.402511787,1.2474701
187.65234,1.7400454,-0.40411529,-10.77640773,1.2486088
187.65234,1.7385293,-0.4467451,-11.91320267,1.2404401
187.65234,1.7447915,-0.23066288,-6.151010133,1.2456222
187.65234,1.7332543,-0.62241775,-16.59780667,1.2426492
187.65234,1.7318519,-0.64441186,-17.18431627,1.2310587
187.65234,1.7392424,-0.38329232,-10.22112853,1.2394576
187.65234,1.7249144,-0.86712241,-23.12326427,1.2341396
187.65234,1.7297288,-0.67797893,-18.07943813,1.2235117
187.65234,1.7306957,-0.64211476,-17.12306027,1.2328999
187.65234,1.7174387,-1.0695547,-28.52145867,1.2240137
187.65234,1.725234,-0.78185773,-20.84953947,1.2189262
187.65234,1.7216735,-0.89941514,-23.98440373,1.225757
187.65234,1.711199,-1.2293398,-32.78239467,1.216092
187.65234,1.7173191,-0.99610221,-26.5627256,1.2116743
187.65234,1.7167307,-1.0161451,-27.09720267,1.2182114
187.65234,1.7036107,-1.426422,-38.03792,1.2087439
187.65234,1.7121788,-1.1098813,-29.59683467,1.2025701
187.65234,1.7070559,-1.2829592,-34.21224533,1.2089624
187.65234,1.6970499,-1.581885,-42.1836,1.1979015
187.65234,1.7083499,-1.1820538,-31.52143467,1.2004727
187.65234,1.6966751,-1.575904,-42.02410667,1.1994141
187.65234,1.693055,-1.6572258,-44.192688,1.1887037
187.65234,1.7015408,-1.3616266,-36.31004267,1.1944815
187.65234,1.6868985,-1.8420715,-49.12190667,1.1906321
187.65234,1.6902981,-1.6831319,-44.88351733,1.179961
187.65234,1.6924574,-1.6087906,-42.90108267,1.1906565
187.65234,1.6792942,-2.0229952,-53.94653867,1.1793573
187.65234,1.6877789,-1.7119403,-45.65174133,1.1758748
187.65234,1.6822186,-1.8961114,-50.56297067,1.1818119
187.65234,1.6725487,-2.1682038,-57.818768,1.1702489
187.65234,1.6840219,-1.7674755,-47.13268,1.1756322
187.65234,1.6700648,-2.230526,-59.48069333,1.1707639
187.65234,1.670048,-2.181668,-58.17781333,1.1608623
187.65234,1.6759171,-1.9762243,-52.69931467,1.1699339
187.65234,1.6612943,-2.4370348,-64.98759467,1.1617256
187.65234,1.6679531,-2.1714761,-57.90602933,1.1534497
187.65234,1.664938,-2.2702048,-60.53879467,1.1628767
187.65234,1.6548227,-2.5657861,-68.42096267,1.1496855
187.65234,1.664955,-2.2048848,-58.796928,1.1529783
187.65234,1.6541245,-2.5650284,-68.40075733,1.1544877
187.65234,1.6492635,-2.6518364,-70.71563733,1.1402115
187.65234,1.6585927,-2.3310947,-62.16252533,1.1494939
187.65234,1.6432831,-2.8207037,-75.21876533,1.1413325
187.65234,1.6471353,-2.6400418,-70.40111467,1.1322175
187.65234,1.6483829,-2.5946307,-69.190152,1.1420441
187.65234,1.6350057,-2.9898326,-79.72886933,1.131839
187.65234,1.6453719,-2.6080511,-69.54802933,1.1308556
187.65234,1.6367204,-2.8917434,-77.11315733,1.133562
187.65234,1.6298831,-3.0506756,-81.35134933,1.1226975
187.65234,1.639946,-2.7052546,-72.14012267,1.1290104
187.65234,1.6256915,-3.1581454,-84.21721067,1.1228288
187.65234,1.6295801,-2.9630709,-79.015224,1.1131212
187.65234,1.6287152,-2.9886613,-79.69763467,1.1215196
187.65234,1.6176814,-3.2946355,-87.85694667,1.1112384
187.65234,1.6278727,-2.9333832,-78.223552,1.1130042
187.65234,1.618385,-3.2390141,-86.37370933,1.1138533
187.65234,1.6099377,-3.4165423,-91.10779467,1.1029143
187.65234,1.6212138,-3.0376394,-81.00371733,1.1069316
187.65234,1.6075554,-3.464819,-92.39517333,1.1051409
187.65234,1.6049604,-3.4640737,-92.37529867,1.0945458
187.65234,1.6134371,-3.1802149,-84.80573067,1.1008092
187.65234,1.5981555,-3.6439612,-97.17229867,1.0964454
187.65234,1.5989985,-3.5129833,-93.67955467,1.0845578
187.65234,1.6031902,-3.3705101,-89.88026933,1.0958565
187.65234,1.5884929,-3.7805083,-100.8135547,1.0863919
187.65234,1.5971173,-3.4493284,-91.98209067,1.08322
187.65234,1.5912523,-3.6387472,-97.03325867,1.0868648
187.65234,1.580242,-3.8817921,-103.514456,1.0775077
187.65234,1.5912596,-3.4952488,-93.20663467,1.0785156
187.65234,1.5810033,-3.8140099,-101.7069307,1.0802013
187.65234,1.5722308,-3.9678805,-105.8101467,1.0680642
187.65234,1.5834914,-3.592567,-95.80178667,1.0742584
187.65234,1.5685154,-4.0385876,-107.6956693,1.0702715
187.65234,1.5669591,-3.9612699,-105.633864,1.0578192
187.65234,1.5727546,-3.7742116,-100.6456427,1.0689305
187.65234,1.555791,-4.2068605,-112.1829467,1.0588368
187.65234,1.5648617,-3.8509407,-102.691752,1.0560334
187.65234,1.558154,-4.0565615,-108.1749733,1.0601906
196.11914,1.546308,-4.2730951,-113.9492027,1.0484473
196.21875,1.5576912,-3.8885403,-103.694408,1.0520961
196.31836,1.5448002,-4.269393,-113.85048,1.0521072
196.41797,1.5358658,-4.3294635,-115.45236,1.0394039
196.51758,1.5466121,-3.9890125,-106.3736667,1.0488163
196.61719,1.5295562,-4.4510751,-118.695336,1.0427068
196.7168,1.5297158,-4.28196,-114.1856,1.0315623
196.81641,1.5324633,-4.1946096,-111.856256,1.0426844
196.91602,1.5133508,-4.5906758,-122.4180213,1.0311617
197.01563,1.5221628,-4.2018461,-112.0492293,1.028115
197.11523,1.515463,-4.3912034,-117.0987573,1.0327578
197.21484,1.4998609,-4.6458321,-123.888856,1.023144
197.31445,1.5117958,-4.2375269,-113.0007173,1.0248563
197.41406,1.4981443,-4.6113338,-122.9689013,1.0249927
197.51367,1.4838523,-4.6745496,-124.654656,1.0114133
197.61328,1.4951848,-4.3297601,-115.4602693,1.0217483
197.71289,1.4756027,-4.7969446,-127.9185227,1.0141151
197.8125,1.4798062,-4.5013776,-120.036736,1.0060738
197.91211,1.4762356,-4.5943255,-122.5153467,1.0134065
198.01172,1.4580629,-4.8577943,-129.5411813,1.0037262
198.11133,1.4682934,-4.4867058,-119.645488,1.0030509
198.21094,1.4556056,-4.811173,-128.2979467,1.0051882
198.31055,1.4308498,-4.8851628,-130.271008,0.99285948
198.41016,1.4434526,-4.5117946,-120.3145227,1.0002887
198.50977,1.42374,-4.9541178,-132.109808,0.9959451
198.60938,1.4139314,-4.8045015,-128.12004,0.98221129
198.70898,1.4178325,-4.6967492,-125.2466453,0.99457586
198.80859,1.3931715,-5.0327377,-134.2063387,0.98179042
198.9082,1.4058087,-4.6078,-122.8746667,0.98503458
199.00781,1.386053,-5.0316925,-134.1784667,0.98214757
199.10742,1.3753705,-4.9029031,-130.7440827,0.97163773
199.20703,1.3814273,-4.7535152,-126.7604053,0.9835428
199.30664,1.3490125,-5.114387,-136.3836533,0.97116089
199.40625,1.3548483,-4.7155976,-125.7492693,0.96887237
199.50586,1.343305,-4.9800272,-132.8007253,0.97172809
199.60547,1.3135695,-5.0920558,-135.7881547,0.96196693
199.70508,1.3257867,-4.7003546,-125.3427893,0.96440423
199.80469,1.3084313,-5.0992894,-135.9810507,0.96428496
199.9043,1.3018725,-5.0873666,-135.6631093,0.95109421
200.00391,1.3088138,-4.8252254,-128.6726773,0.96293515
200.10352,1.2936057,-5.284668,-140.92448,0.95385581
200.20313,1.3008072,-4.9300566,-131.468176,0.94745719
200.30273,1.2953352,-5.1218877,-136.583672,0.95268106
200.40234,1.2861364,-5.3264127,-142.037672,0.94260705
200.50195,1.2961354,-4.9349742,-131.599312,0.9456228
200.60156,1.2845131,-5.3352442,-142.2731787,0.94481033
200.70117,1.2809981,-5.3073249,-141.528664,0.9319855
200.80078,1.2883065,-5.0372534,-134.3267573,0.94248611
200.90039,1.2737224,-5.5002427,-146.6731387,0.93251479
201.00,1.2811184,-5.1524305,-137.3981467,0.9269557
201.09961,1.2770579,-5.2940273,-141.1740613,0.93362916
201.19922,1.2663898,-5.5535259,-148.094024,0.92364484
201.29883,1.276734,-5.1253843,-136.6769147,0.92464304
201.39844,1.2666659,-5.4804177,-146.144472,0.92683786
201.49805,1.260209,-5.5558767,-148.156712,0.91297305
201.59766,1.2699419,-5.1759973,-138.0265947,0.92050803
201.69727,1.2562857,-5.6382041,-150.3521093,0.91549808
201.79688,1.2545993,-5.5295863,-147.4556347,0.90583575
201.89648,1.2617135,-5.2663331,-140.4355493,0.91464585
201.99609,1.2472882,-5.7229209,-152.611224,0.90613741
202.0957,1.2508672,-5.4527092,-145.4055787,0.89809263
202.19531,1.2514216,-5.4308476,-144.8226027,0.90706319
202.29492,1.2379864,-5.7800808,-154.135488,0.89641249
202.39453,1.2473756,-5.3492765,-142.6473733,0.89577544
202.49414,1.239134,-5.6435723,-150.4952613,0.89863217
202.59375,1.2299043,-5.7842326,-154.2462027,0.88747501
202.69336,1.2404766,-5.3657742,-143.087312,0.89381444
202.79297,1.2260106,-5.8427753,-155.8073413,0.88950175
202.89258,1.227582,-5.6228004,-149.941344,0.87747681
202.99219,1.2292572,-5.566196,-148.4318933,0.88810384
203.0918,1.2153217,-5.9115272,-157.6407253,0.8764717
203.19141,1.225237,-5.4689493,-145.838648,0.87584817
203.29102,1.2167412,-5.7651982,-153.7386187,0.87956214
203.39063,1.2080022,-5.9090233,-157.5739547,0.86749643
203.49023,1.2184448,-5.4941363,-146.5103013,0.87156028
203.58984,1.2069561,-5.8904204,-157.0778773,0.87050009
203.68945,1.2003962,-5.916791,-157.7810933,0.85813123
203.78906,1.2110723,-5.5252256,-147.3393493,0.86594599
203.88867,1.1965132,-6.0040064,-160.1068373,0.86121005
203.98828,1.1962814,-5.8201981,-155.2052827,0.84926146
204.08789,1.2021992,-5.6298566,-150.1295093,0.86123669
204.1875,1.187309,-6.0683413,-161.8224347,0.85079324
204.28711,1.1933124,-5.7445493,-153.1879813,0.84415627
204.38672,1.1923103,-5.7923012,-154.4613653,0.85316247
204.48633,1.1789225,-6.0967102,-162.5789387,0.84183991
204.58594,1.1908734,-5.6172733,-149.7939547,0.84189337
204.68555,1.1808902,-5.9728932,-159.277152,0.8435083
204.78516,1.1737559,-6.0650015,-161.7333733,0.83163249
204.88477,1.1853689,-5.6521502,-150.7240053,0.83933169
204.98438,1.1702782,-6.1485376,-163.9610027,0.83268487
205.08398,1.1723725,-5.9228129,-157.9416773,0.82188916
205.18359,1.1770983,-5.7876306,-154.336816,0.83379883
205.2832,1.1622732,-6.2073703,-165.5298747,0.82501352
205.38281,1.1716325,-5.7677274,-153.806064,0.81842005
205.48242,1.1676842,-5.9347072,-158.2588587,0.82397646
205.58203,1.157197,-6.1771369,-164.7236507,0.81353652
205.68164,1.1684905,-5.7486253,-153.2966747,0.81340396
205.78125,1.1591098,-6.0909991,-162.4266427,0.81624955
205.88086,1.1499572,-6.1861634,-164.9643573,0.80563921
205.98047,1.1625026,-5.7338953,-152.9038747,0.80835378
206.08008,1.1508263,-6.1494031,-163.9840827,0.8079794
206.17969,1.1425263,-6.1945972,-165.1892587,0.79755008
206.2793,1.1542152,-5.7738929,-153.9704773,0.80285555
206.37891,1.1411209,-6.2253981,-166.010616,0.80096352
206.47852,1.131637,-6.1705928,-164.5491413,0.78808874
206.57813,1.1427749,-5.7920256,-154.454016,0.79547238
206.67773,1.1268986,-6.2881231,-167.6832827,0.79120177
206.77734,1.1199412,-6.1334968,-163.5599147,0.77970386
206.87695,1.1289784,-5.845242,-155.87312,0.79019117
206.97656,1.1115186,-6.3409719,-169.092584,0.78381693
207.07617,1.101115,-6.0637331,-161.6995493,0.77143246
207.17578,1.1079789,-5.8667245,-156.4459867,0.78333783
207.27539,1.090112,-6.3391218,-169.043248,0.77462894
207.375,1.0891628,-6.0389977,-161.0399387,0.76481253
207.47461,1.0917704,-5.9923811,-159.7968293,0.77650106
207.57422,1.0734193,-6.3964324,-170.5715307,0.76551592
207.67383,1.078262,-5.97156,-159.2416,0.75998306
207.77344,1.0748384,-6.1306682,-163.4844853,0.76711613
207.87305,1.0605643,-6.413146,-171.0172267,0.75579119
207.97266,1.0697042,-5.9571033,-158.856088,0.75509483
208.07227,1.0613889,-6.2779217,-167.4112453,0.75930154
208.17188,1.0477115,-6.425673,-171.35128,0.74739599
208.27148,1.0586884,-5.9468031,-158.581416,0.75065887
208.37109,1.046857,-6.3816996,-170.178656,0.75065392
208.4707,1.0362966,-6.4195051,-171.1868027,0.7395941
208.57031,1.046701,-5.9974709,-159.9325573,0.74536669
208.66992,1.0326029,-6.4877682,-173.007152,0.74227667
208.76953,1.0250574,-6.3880577,-170.3482053,0.73019588
208.86914,1.0338875,-6.0548525,-161.4627333,0.73889613
208.96875,1.0181285,-6.5639601,-175.038936,0.73333496
209.06836,1.0147643,-6.283071,-167.54856,0.72206181
209.16797,1.0190359,-6.1624098,-164.330928,0.73504269
209.26758,1.0023835,-6.5899158,-175.731088,0.72298372
209.36719,1.0078664,-6.1666822,-164.4448587,0.71860349
209.4668,1.0039372,-6.3468347,-169.2489253,0.72514856
209.56641,0.98721963,-6.6082487,-176.2199653,0.71472359
209.66602,0.99481392,-6.1257315,-163.35284,0.71448016
209.76563,0.98633945,-6.4636407,-172.363752,0.71774197
209.86523,0.9712429,-6.6117282,-176.312752,0.7057578
209.96484,0.9796946,-6.1442447,-163.8465253,0.70782351
210.06445,0.96965992,-6.5351653,-174.2710747,0.70898235
210.16406,0.95258915,-6.6297932,-176.7944853,0.69698256
210.26367,0.96209782,-6.1402316,-163.7395093,0.7022835
210.36328,0.94926339,-6.6120834,-176.322224,0.70190722
210.46289,0.93748838,-6.6004281,-176.011416,0.68979025
210.5625,0.94634545,-6.2026801,-165.4048027,0.69599199
210.66211,0.93138415,-6.7118134,-178.9816907,0.69254696
210.76172,0.91987431,-6.5503297,-174.6754587,0.6784308
210.86133,0.92667776,-6.278851,-167.4360267,0.6923297
210.96094,0.90877807,-6.7586379,-180.230344,0.68204319
211.06055,0.91384768,-6.265974,-167.09264,0.67703307
211.16016,0.90464753,-6.6404839,-177.0795707,0.68379831
211.25977,0.89112687,-6.6041088,-176.109568,0.6667527
211.35938,0.89919251,-6.2694883,-167.1863547,0.67829895
211.45898,0.88309216,-6.7765341,-180.707576,0.67001414
211.55859,0.88237089,-6.5257001,-174.0186693,0.66183496
211.6582,0.88529575,-6.406846,-170.8492267,0.67120236
211.75781,0.86298192,-6.8662109,-183.0989573,0.66179234
211.85742,0.86319846,-6.333571,-168.8952267,0.65522301
211.95703,0.85968727,-6.519238,-173.8463467,0.66358
212.05664,0.84527451,-6.7914205,-181.1045467,0.65210253
212.15625,0.85239208,-6.3485236,-169.2939627,0.65085196
212.25586,0.84540743,-6.6567144,-177.512384,0.65559494
212.35547,0.8286733,-6.8272576,-182.0602027,0.64491212
212.45508,0.83639491,-6.3417177,-169.112472,0.64445978
212.55469,0.82740796,-6.719882,-179.1968533,0.64761019
212.6543,0.81022465,-6.8164959,-181.773224,0.63438576
212.75391,0.81918418,-6.3259916,-168.6931093,0.63928986
212.85352,0.80760002,-6.7791419,-180.7771173,0.63832223
212.95313,0.79192233,-6.8179922,-181.8131253,0.62811464
213.05273,0.80092007,-6.3441596,-169.1775893,0.63275427
213.15234,0.78841609,-6.8228426,-181.9424693,0.63164204
213.25195,0.7699315,-6.8329659,-182.212424,0.61967009
213.35156,0.77876329,-6.3536654,-169.4310773,0.62660581
213.45117,0.76522768,-6.8546476,-182.7906027,0.62349296
213.55078,0.75282532,-6.8155522,-181.7480587,0.6117723
213.65039,0.76136029,-6.3949037,-170.5307653,0.61944813
213.75,0.74474794,-6.9564962,-185.5065653,0.61439329
213.84961,0.72321969,-6.7217984,-179.2479573,0.60227513
213.94922,0.73043883,-6.3968954,-170.5838773,0.6123299
214.04883,0.71257335,-6.9557643,-185.487048,0.60646498
214.14844,0.70409906,-6.6923757,-178.463352,0.59573197
214.24805,0.70809734,-6.5243149,-173.9817307,0.60630494
214.34766,0.68800193,-7.0095353,-186.9209413,0.59676081
214.44727,0.68388057,-6.6001477,-176.0039387,0.58969271
214.54688,0.68425268,-6.607913,-176.2110133,0.59954178
214.64648,0.65983975,-7.0318809,-187.516824,0.5905773
214.74609,0.65723389,-6.4898758,-173.0633547,0.58439898
214.8457,0.65199304,-6.723496,-179.2932267,0.59026754
214.94531,0.63166696,-6.9932318,-186.4861813,0.57921135
215.04492,0.63778085,-6.4809566,-172.8255093,0.58042711
215.14453,0.62934172,-6.8366537,-182.3107653,0.58267277
215.24414,0.60549444,-6.9996271,-186.6567227,0.56977957
215.34375,0.61411339,-6.4357619,-171.6203173,0.57581407
215.44336,0.60125256,-6.938292,-185.02112,0.57394254
215.54297,0.58816397,-6.900178,-184.0047467,0.56115639
215.64258,0.5966562,-6.5078177,-173.5418053,0.56965697
215.74219,0.58033025,-7.0622578,-188.3268747,0.56384861
215.8418,0.57629794,-6.7993932,-181.317152,0.55368078
215.94141,0.58155859,-6.5861821,-175.6315227,0.56332678
216.04102,0.56218731,-7.1320434,-190.187824,0.55558574
216.14063,0.56064367,-6.676064,-178.0283733,0.54598773
216.24023,0.56179774,-6.6742773,-177.980728,0.55709589
216.33984,0.5463137,-7.0840192,-188.9071787,0.5457474
216.43945,0.55258697,-6.6220632,-176.588352,0.54235768
216.53906,0.54762232,-6.865191,-183.07176,0.54726493
216.63867,0.53134143,-7.0861435,-188.9638267,0.53589326
216.73828,0.54185188,-6.5183477,-173.8226053,0.53890014
216.83789,0.53113371,-6.9807796,-186.1541227,0.53929502
216.9375,0.52071619,-7.0509472,-188.0252587,0.52741718
217.03711,0.53164232,-6.5365415,-174.3077733,0.53384262
217.13672,0.51808763,-7.0825672,-188.8684587,0.53104234
217.23633,0.51283139,-7.0052743,-186.8073147,0.51938939
217.33594,0.52216744,-6.5807486,-175.4866293,0.52711117
217.43555,0.50692946,-7.1595659,-190.9217573,0.52364993
217.53516,0.50347632,-6.8868556,-183.6494827,0.510001
217.63477,0.51080275,-6.6152887,-176.4076987,0.52166009
217.73438,0.49608302,-7.1423073,-190.461528,0.51355523
217.83398,0.4977434,-6.8680997,-183.1493253,0.50347441
217.93359,0.50269997,-6.6703963,-177.8772347,0.51272267
218.0332,0.48819795,-7.1942582,-191.8468853,0.5066734
218.13281,0.48702681,-6.9111018,-184.296048,0.49419865
218.23242,0.49434379,-6.6367865,-176.9809733,0.50645745
218.33203,0.477503,-7.2117391,-192.3130427,0.49847013
218.43164,0.48106006,-6.7775369,-180.7343173,0.4887172
218.53125,0.48325658,-6.7509513,-180.025368,0.49881598
218.63086,0.46849468,-7.2139401,-192.371736,0.48994929
218.73047,0.47217757,-6.7993941,-181.317176,0.48225603
218.83008,0.47374386,-6.7935615,-181.16164,0.49182576
218.92969,0.45727134,-7.2225857,-192.6022853,0.48087019
219.0293,0.4659541,-6.6332855,-176.8876133,0.47736943
219.12891,0.4604786,-6.9174242,-184.4646453,0.48308349
219.22852,0.44830137,-7.1816597,-191.5109253,0.47189516
219.32813,0.45675066,-6.6878338,-178.3422347,0.47216603
219.42773,0.45070463,-6.9914865,-186.43964,0.47557724
219.52734,0.43030363,-7.1934972,-191.826592,0.46311635
219.62695,0.44012824,-6.5778341,-175.4089093,0.46824503
219.72656,0.42738685,-7.1156015,-189.7493733,0.46586758
219.82617,0.42144075,-7.0515451,-188.0412027,0.45415202
219.92578,0.42897171,-6.7008944,-178.6905173,0.46299633
220.02539,0.41049719,-7.2966433,-194.5771547,0.45657319
220.125,0.39886576,-6.8320112,-182.1869653,0.44502425
220.22461,0.40028068,-6.8166242,-181.7766453,0.45650396
220.32422,0.3825655,-7.2707062,-193.8854987,0.44714063
220.42383,0.3760443,-6.9450741,-185.201976,0.43833134
220.52344,0.37924775,-6.8023601,-181.3962693,0.44991469
220.62305,0.35726014,-7.3242755,-195.3140133,0.44123769
220.72266,0.30895278,-6.8751173,-183.3364613,0.42953902
220.82227,0.31123614,-6.7944803,-181.1861413,0.442518
220.92188,0.28973165,-7.2790589,-194.1082373,0.43218532
221.02148,0.28516084,-6.8263555,-182.0361467,0.42652032
221.12109,0.28305086,-6.9521399,-185.3903973,0.43424475
221.2207,0.25624594,-7.3104744,-194.945984,0.42192301
221.32031,0.25374934,-6.7477226,-179.9392693,0.41978529
221.41992,0.24868348,-7.0031276,-186.7500693,0.42536169
221.51953,0.23006113,-7.2994771,-194.6527227,0.41539693
221.61914,0.23434961,-6.792551,-181.1346933,0.414309
221.71875,0.22851956,-7.081996,-188.8532267,0.41914806
221.81836,0.20712908,-7.3118486,-194.9826293,0.40800872
221.91797,0.21407893,-6.727706,-179.4054933,0.40721199
222.01758,0.20638588,-7.096734,-189.24624,0.41026196
222.11719,0.1906352,-7.3062716,-194.8339093,0.3985464
222.2168,0.20043261,-6.7330437,-179.547832,0.40370226
222.31641,0.18889403,-7.2411489,-193.097304,0.40088546
222.41602,0.18090658,-7.2543917,-193.4504453,0.39136496
222.51563,0.18974625,-6.8095937,-181.5891653,0.39878488
222.61523,0.17507336,-7.3794765,-196.78604,0.394869
222.71484,0.17533062,-7.0190973,-187.175928,0.38068029
222.81445,0.17848307,-6.9498043,-185.3281147,0.3917664
222.91406,0.164777,-7.3666754,-196.4446773,0.38025737
223.01367,0.17285617,-6.8783417,-183.4224453,0.37679163
223.11328,0.16974118,-7.0764942,-188.706512,0.38551193
223.21289,0.15896197,-7.3387637,-195.7003653,0.37353718
223.3125,0.17076811,-6.761972,-180.3192533,0.37076384
223.41211,0.16558424,-7.0584226,-188.2246027,0.37524265
223.51172,0.15562195,-7.3558183,-196.1551547,0.3641769
223.61133,0.16615175,-6.8152175,-181.7391333,0.36533076
223.71094,0.15959889,-7.1683617,-191.156312,0.36912593
223.81055,0.15130579,-7.371593,-196.5758133,0.3569887
223.91016,0.16240416,-6.8199654,-181.865744,0.35781345
224.00977,0.15430716,-7.2360339,-192.960904,0.3611505
224.10938,0.14844382,-7.3544102,-196.1176053,0.34844577
224.20898,0.15992844,-6.7977901,-181.2744027,0.35122934
224.30859,0.1507329,-7.2562299,-193.499464,0.35414058
224.4082,0.14576742,-7.3575387,-196.201032,0.34272072
224.50781,0.15603533,-6.8492975,-182.6479333,0.34497514
224.60742,0.14627704,-7.3330975,-195.5492667,0.34557143
224.70703,0.14363991,-7.3195148,-195.1870613,0.33203089
224.80664,0.15555505,-6.7823396,-180.8623893,0.34164774
224.90625,0.14166281,-7.4136157,-197.6964187,0.3343294
225.00586,0.14421251,-7.1908498,-191.7559947,0.32607365
225.10547,0.14976361,-6.9610424,-185.6277973,0.334645
225.20508,0.13578677,-7.5357127,-200.9523387,0.32686871
225.30469,0.14664149,-6.9748554,-185.996144,0.3145107
225.4043,0.14845219,-6.9925604,-186.4682773,0.32664001
225.50391,0.13714291,-7.4309268,-198.158048,0.316048
225.60352,0.14691354,-6.9149933,-184.3998213,0.31471336
225.70313,0.14015809,-7.2900944,-194.4025173,0.31878495
225.80273,0.13460913,-7.4566398,-198.843728,0.30621085
225.90234,0.14560193,-6.9081645,-184.21772,0.30885625
226.00195,0.13733892,-7.3551631,-196.1376827,0.30941594
226.10156,0.1388614,-7.3703294,-196.5421173,0.2985644
226.20117,0.15091729,-6.790452,-181.07872,0.30141419
226.30078,0.14286034,-7.2297578,-192.7935413,0.30353773
226.40039,0.13721524,-7.441926,-198.45136,0.2934947
226.5,0.14679866,-6.9452953,-185.2078747,0.29235822
226.59961,0.14085278,-7.2901254,-194.403344,0.29692042
226.69922,0.13623239,-7.4489045,-198.6374533,0.2840364
226.79883,0.14726986,-6.8168836,-181.7835627,0.28493536
226.89844,0.13982464,-7.2280035,-192.74676,0.28789845
226.99805,0.12605932,-7.4700985,-199.2026267,0.27688324
227.09766,0.1332306,-6.9311357,-184.8302853,0.27883488
227.19727,0.12537907,-7.3553791,-196.1434427,0.28145099
227.29688,-0.005737173,-7.4239364,-197.9716373,0.26988524
227.39648,-0.012003178,-6.8189578,-181.8388747,0.27201709
227.49609,-0.022667151,-7.312654,-195.0041067,0.27258644
227.5957,-0.052326832,-7.4646602,-199.0576053,0.26328167
227.69531,-0.048803065,-6.949707,-185.32552,0.26641747
227.79492,-0.059710771,-7.4496188,-198.6565013,0.2657415
227.89453,-0.14343752,-7.3959632,-197.2256853,0.25286609
227.99414,-0.13893117,-6.7941055,-181.1761467,0.25984505
228.09375,-0.15047304,-7.3329105,-195.54428,0.25737375
228.19336,-0.1629093,-7.4448333,-198.528888,0.24701041
228.29297,-0.15609995,-6.9632287,-185.6860987,0.25117037
228.39258,-0.16751565,-7.4904366,-199.744976,0.25021136
228.49219,-0.19770844,-7.3904343,-197.078248,0.2389798
228.5918,-0.18816543,-6.8114314,-181.6381707,0.2446119
228.69141,-0.19904213,-7.354465,-196.1190667,0.2423726
228.79102,-0.20936252,-7.4857888,-199.6210347,0.23287012
228.89063,-0.20190468,-6.9902797,-186.4074587,0.23590834
228.99023,-0.21155581,-7.478045,-199.4145333,0.23639727
229.08984,-0.23492654,-7.441638,-198.44368,0.2215739
229.18945,-0.22456016,-6.8402224,-182.4059307,0.22953182
229.28906,-0.23737343,-7.4441881,-198.5116827,0.22594684
229.38867,-0.24285589,-7.4188294,-197.8354507,0.21612509
